scenario_id,landscape_ratio,facade_ratio,heat_stress_hours_mean,heat_stress_hours_pct_change,degree_hours_mean,degree_hours_pct_change,mean_Tleaf_C_mean,mean_Tleaf_C_pct_change,max_Tleaf_C_mean,max_Tleaf_C_pct_change,mean_MRT_C_mean,mean_MRT_C_pct_change,max_MRT_C_mean,max_MRT_C_pct_change,mean_Tsurf_C_mean,mean_Tsurf_C_pct_change,max_Tsurf_C_mean,max_Tsurf_C_pct_change
scenario_010,0.0,0.5,18.333333333333332,8.36349014877361,28.468450457684344,11.091233677300592,23.939539988620744,0.5575571229470293,33.57484436888843,0.4312577674872213,19.874178982219405,-12.116261467016749,30.069996258625658,-17.138869532461218,21.38941215322437,-12.667539136824866,31.959809725130565,-18.06648396931538
scenario_011,0.25,0.5,17.591836734693878,3.9806996381182125,27.06869225561474,5.629016274601768,23.88092353088341,0.31133986897855465,33.506108056648955,0.22564924055966865,21.050913749427966,-6.912733276164189,32.537209795574434,-10.340195498115525,22.740786116911533,-7.149911398867974,34.79673325887487,-10.79362715855988
scenario_012,0.5,0.5,16.918367346938776,0.0,25.626189857950365,0.0,23.806803460182497,0.0,33.43067199916884,0.0,22.614171078714996,0.0,36.28962830817969,0.0,24.491937982527975,0.0,39.00700381655953,0.0
scenario_013,0.75,0.5,16.761904761904763,-0.9248090068355445,25.265367929234777,-1.4080201961964502,23.76598331408643,-0.17146420418994782,33.411796028498706,-0.05646303092740634,23.633107379803324,4.5057424282394996,38.90393065952778,7.20399318821028,25.63205120067091,4.655055140823354,41.956438616118646,7.561295436659503
scenario_014,1.0,0.5,16.60544217687075,-1.849618013671089,25.042567101204707,-2.277446471679023,23.758065274449667,-0.20472377072523018,33.38024720824147,-0.15083391362464843,24.3124569811958,7.509830435833541,40.28389547335875,11.00663564602769,26.40421237006572,7.8077708219819995,43.523027637619776,11.57746911887416
scenario_015,0.0,0.75,18.346938775510203,8.443908323281052,28.450885017259203,11.02268879988218,23.93874264190427,0.5542078840716458,33.56849780646645,0.4122735172689418,19.861009382429938,-12.174497516189751,30.03876379525149,-17.224933966929747,21.37677037773172,-12.719155205351857,31.92054566127342,-18.16714297927625
scenario_016,0.25,0.75,17.6734693877551,4.463208685162839,27.38375244319549,6.8584623581872535,23.871283189063526,0.2708458066992188,33.523081194836784,0.27642039522940215,20.41687668666781,-9.716448966441815,31.47367165820351,-13.27088998839555,22.000443642065445,-10.172712107306124,33.552459600693965,-13.983499582580002
scenario_017,0.5,0.75,17.14965986394558,1.3671089666264618,26.044922536888958,1.6340028746360185,23.802379298444436,-0.018583602563279435,33.445193260051035,0.04343693983345259,22.06063627400083,-2.447734222879232,35.28133968431616,-2.778448473764775,23.845894111844856,-2.6377817514644732,37.8447928678774,-2.9794930011741636
scenario_018,0.75,0.75,16.802721088435373,-0.6835544833132413,25.53087249770763,-0.3719529152444925,23.762945638555806,-0.18422389927335067,33.408294365307825,-0.06693743356869575,22.63188607021228,0.07833579853809482,36.750134872238156,1.2689756978157627,24.498494291399414,0.02676925311551729,39.49511011120758,1.2513298815348488
scenario_019,1.0,0.75,16.707482993197278,-1.24648170486531,25.289924902627064,-1.3121925545204574,23.753811660765546,-0.22259098961177648,33.39893656488736,-0.0949290947016217,24.099933688423814,6.570051161889606,39.821427695067136,9.732255610045423,26.164804439163504,6.830273936790611,43.00047220082553,10.237823963733044
scenario_020,0.0,1.0,18.428571428571427,8.926417370325678,28.896672672597592,12.762267167987051,23.926806400370612,0.5040699411360428,33.5990179300499,0.5035672955818693,19.48851910848774,-13.821651739290127,29.407766817039626,-18.963714460500242,20.94958146252847,-14.463357381218856,31.192084218377612,-20.034657455193404
scenario_021,0.25,1.0,17.72108843537415,4.744672295938874,27.720973479187062,8.174385785980602,23.86602761553249,0.24876987559059976,33.54684141180681,0.34749350129982765,20.66481581048411,-8.620060675430485,31.933731849369057,-12.003144319416494,22.273285176262426,-9.058706615410706,34.0398954855801,-12.733888391783537
scenario_022,0.5,1.0,17.170068027210885,1.4877362283876132,26.46876947890137,3.2879629223912827,23.796888363477763,-0.0416481646572905,33.47822061524659,0.1422305123837688,20.814155880490745,-7.959677991109164,32.62859385940481,-10.08837681577929,22.44452865031009,-8.359523585591566,34.84199716683129,-10.677586695238773
scenario_023,0.75,1.0,16.877551020408163,-0.24125452352232418,25.737169617750634,0.4330716365384241,23.75702084334656,-0.2091108826063111,33.43530773084268,0.013866702033267338,22.757486013650155,0.6337395009364295,37.02629589725515,2.0299673031079832,24.641520579035493,0.6107421822406488,39.82371333004772,2.093750951313696
scenario_024,1.0,1.0,16.789115646258505,-0.7639726578206617,25.55706385274308,-0.26974749500592754,23.747690921881965,-0.24830103041510487,33.416397073863926,-0.042700084836060956,23.887888944913175,5.632388035646522,39.437892160797695,8.675381918718603,25.92691878957695,5.858992489988573,42.5715383503541,9.138191055528672
